Student_Number,First_Name,Last_Name,Status,Current_Track,Current_Year_Entry_Date,Current_Year_Exit_Date,Grade_Level,School,Membership,Present,Absent,Tardies,Special_Education_Program
1536,First536,Last536,Active,C,8/24/2020,6/4/2021,4,KIPP Columbus Elementary,113,112,1,0,0
1537,First537,Last537,Active,C,8/24/2020,6/4/2021,3,KIPP Columbus Elementary,113,112,1,0,0
1538,First538,Last538,Active,C,8/24/2020,6/4/2021,5,KIPP Columbus Elementary,113,111,2,0,0
1539,First539,Last539,Inactive,,8/24/2020,11/3/2020,4,KIPP Columbus Elementary,42,42,0,0,0
1540,First540,Last540,Active,C,8/24/2020,6/4/2021,2,KIPP Columbus Elementary,113,107,6,0,0
1541,First541,Last541,Active,C,8/24/2020,6/4/2021,5,KIPP Columbus Elementary,113,111,2,0,0
1542,First542,Last542,Active,C,8/24/2020,6/4/2021,3,KIPP Columbus Elementary,113,107.5,5.5,0,0
1543,First543,Last543,Active,A,8/24/2020,6/4/2021,5,KIPP Columbus Elementary,113,108,5,0,0
1544,First544,Last544,Active,A,8/24/2020,6/4/2021,5,KIPP Columbus Elementary,113,101,12,0,0
1545,First545,Last545,Inactive,,8/24/2020,7/2/2020,4,KIPP Columbus Elementary,0,0,0,0,1
1546,First546,Last546,Active,A,8/24/2020,6/4/2021,3,KIPP Columbus Elementary,113,97.5,15.5,0,1
1547,First547,Last547,Active,B,8/24/2020,6/4/2021,4,KIPP Columbus Elementary,113,105,8,0,1
1548,First548,Last548,Active,A,8/24/2020,6/4/2021,3,KIPP Columbus Elementary,113,100,13,0,0
1549,First549,Last549,Active,B,8/24/2020,6/4/2021,2,KIPP Columbus Elementary,113,113,0,0,0
1550,First550,Last550,Active,B,8/24/2020,6/4/2021,4,KIPP Columbus Elementary,113,112,1,0,0
1551,First551,Last551,Active,C,8/24/2020,6/4/2021,3,KIPP Columbus Elementary,113,108,5,0,0
1552,First552,Last552,Active,C,8/24/2020,6/4/2021,2,KIPP Columbus Elementary,113,108,5,0,1
1553,First553,Last553,Active,B,8/24/2020,6/4/2021,3,KIPP Columbus Elementary,113,98,15,0,0
1554,First554,Last554,Active,C,8/24/2020,6/4/2021,3,KIPP Columbus Elementary,113,110,3,0,0
1555,First555,Last555,Active,C,8/24/2020,6/4/2021,5,KIPP Columbus Elementary,113,111,2,0,1
1556,First556,Last556,Active,B,8/24/2020,6/4/2021,5,KIPP Columbus Elementary,113,112,1,0,0
1557,First557,Last557,Active,B,8/24/2020,6/4/2021,2,KIPP Columbus Elementary,113,111,2,0,0
1558,First558,Last558,Active,A,8/24/2020,6/4/2021,4,KIPP Columbus Elementary,113,103,10,0,0
1559,First559,Last559,Active,B,8/24/2020,6/4/2021,4,KIPP Columbus Elementary,113,108,5,0,0
1560,First560,Last560,Active,A,8/24/2020,6/4/2021,3,KIPP Columbus Elementary,113,106,7,0,1
1561,First561,Last561,Inactive,,8/24/2020,7/2/2020,3,KIPP Columbus Elementary,0,0,0,0,0
1562,First562,Last562,Active,B,8/24/2020,6/4/2021,2,KIPP Columbus Elementary,113,98,15,0,0
1563,First563,Last563,Active,C,8/24/2020,6/4/2021,2,KIPP Columbus Elementary,113,112,1,0,0
1564,First564,Last564,Active,C,8/24/2020,6/4/2021,3,KIPP Columbus Elementary,113,113,0,0,0
1565,First565,Last565,Active,C,8/24/2020,6/4/2021,2,KIPP Columbus Elementary,113,113,0,0,0
1566,First566,Last566,Active,C,8/24/2020,6/4/2021,2,KIPP Columbus Elementary,113,94.5,18.5,0,1
1567,First567,Last567,Active,A,8/24/2020,6/4/2021,2,KIPP Columbus Elementary,113,113,0,0,0
1568,First568,Last568,Inactive,,8/24/2020,7/2/2020,3,KIPP Columbus Elementary,0,0,0,0,0
1569,First569,Last569,Active,A,8/24/2020,6/4/2021,2,KIPP Columbus Elementary,113,106,7,0,0
1570,First570,Last570,Active,A,8/24/2020,6/4/2021,2,KIPP Columbus Elementary,113,111,2,0,0
1571,First571,Last571,Active,C,8/24/2020,6/4/2021,3,KIPP Columbus Elementary,113,110,3,0,0
1572,First572,Last572,Active,C,8/24/2020,6/4/2021,5,KIPP Columbus Elementary,113,106,7,0,0
1573,First573,Last573,Active,C,8/24/2020,6/4/2021,5,KIPP Columbus Elementary,113,110,3,0,0
1574,First574,Last574,Active,C,8/24/2020,6/4/2021,5,KIPP Columbus Elementary,113,95,18,0,0
1575,First575,Last575,Active,B,8/24/2020,6/4/2021,2,KIPP Columbus Elementary,113,113,0,0,0
1576,First576,Last576,Active,A,8/24/2020,6/4/2021,3,KIPP Columbus Elementary,113,102.5,10.5,0,0
1577,First577,Last577,Active,A,8/24/2020,6/4/2021,5,KIPP Columbus Elementary,113,91,22,0,0
1578,First578,Last578,Inactive,,8/24/2020,8/25/2020,4,KIPP Columbus Elementary,1,1,0,0,0
1579,First579,Last579,Active,B,8/24/2020,6/4/2021,5,KIPP Columbus Elementary,113,73,40,0,0
1580,First580,Last580,Unknown,,8/24/2020,8/2/2020,4,KIPP Columbus Elementary,0,0,0,0,0
1581,First581,Last581,Inactive,,8/24/2020,7/2/2020,5,KIPP Columbus Elementary,0,0,0,0,0
1582,First582,Last582,Active,C,8/24/2020,6/4/2021,4,KIPP Columbus Elementary,113,113,0,0,0
1583,First583,Last583,Active,C,8/24/2020,6/4/2021,3,KIPP Columbus Elementary,113,110,3,0,0
1584,First584,Last584,Active,C,8/24/2020,6/4/2021,3,KIPP Columbus Elementary,113,110.5,2.5,0,0
1585,First585,Last585,Active,C,8/24/2020,6/4/2021,3,KIPP Columbus Elementary,113,113,0,0,0
1586,First586,Last586,Inactive,,8/24/2020,9/8/2020,5,KIPP Columbus Elementary,9,5,4,0,0
1587,First587,Last587,Active,B,8/24/2020,6/4/2021,4,KIPP Columbus Elementary,113,97,16,0,1
1588,First588,Last588,Active,B,8/24/2020,6/4/2021,2,KIPP Columbus Elementary,113,105,8,0,0
1589,First589,Last589,Active,B,8/24/2020,6/4/2021,2,KIPP Columbus Elementary,113,113,0,0,0
1590,First590,Last590,Active,C,8/24/2020,6/4/2021,4,KIPP Columbus Elementary,113,113,0,0,0
1591,First591,Last591,Active,C,8/24/2020,6/4/2021,4,KIPP Columbus Elementary,113,106,7,0,0
1592,First592,Last592,Active,C,8/24/2020,6/4/2021,2,KIPP Columbus Elementary,113,108,5,0,0
1593,First593,Last593,Active,C,8/24/2020,6/4/2021,2,KIPP Columbus Elementary,113,111,2,0,0
1594,First594,Last594,Active,C,8/24/2020,6/4/2021,3,KIPP Columbus Elementary,113,113,0,0,0
1595,First595,Last595,Active,C,8/24/2020,6/4/2021,5,KIPP Columbus Elementary,113,111,2,0,0
1596,First596,Last596,Active,C,8/24/2020,6/4/2021,2,KIPP Columbus Elementary,113,104,9,0,0
1597,First597,Last597,Active,A,8/24/2020,6/4/2021,2,KIPP Columbus Elementary,113,113,0,0,1
1598,First598,Last598,Active,B,8/24/2020,6/4/2021,2,KIPP Columbus Elementary,113,98,15,0,1
1599,First599,Last599,Active,B,8/24/2020,6/4/2021,2,KIPP Columbus Elementary,113,110,3,0,0
1600,First600,Last600,Active,C,8/24/2020,6/4/2021,3,KIPP Columbus Elementary,113,112,1,0,0
1601,First601,Last601,Active,B,8/24/2020,6/4/2021,5,KIPP Columbus Elementary,113,111,2,0,0
1602,First602,Last602,Active,C,8/24/2020,6/4/2021,5,KIPP Columbus Elementary,113,108,5,0,0
1603,First603,Last603,Active,C,8/24/2020,6/4/2021,3,KIPP Columbus Elementary,113,108,5,0,0
1604,First604,Last604,Active,A,8/24/2020,6/4/2021,2,KIPP Columbus Elementary,113,113,0,0,0
1605,First605,Last605,Active,C,8/24/2020,6/4/2021,2,KIPP Columbus Elementary,113,112,1,0,1
1606,First606,Last606,Active,C,8/24/2020,6/4/2021,2,KIPP Columbus Elementary,113,112,1,0,1
1607,First607,Last607,Active,C,8/24/2020,6/4/2021,4,KIPP Columbus Elementary,113,111,2,0,1
1608,First608,Last608,Inactive,,8/24/2020,10/26/2020,5,KIPP Columbus Elementary,36,32,4,0,1
1609,First609,Last609,Active,B,8/24/2020,6/4/2021,5,KIPP Columbus Elementary,113,99.5,13.5,0,1
1610,First610,Last610,Active,A,8/24/2020,6/4/2021,4,KIPP Columbus Elementary,113,108,5,0,0
1611,First611,Last611,Active,C,8/24/2020,6/4/2021,3,KIPP Columbus Elementary,113,112,1,0,0
1612,First612,Last612,Active,C,8/24/2020,6/4/2021,4,KIPP Columbus Elementary,113,94,19,0,0
1613,First613,Last613,Active,C,8/24/2020,6/4/2021,2,KIPP Columbus Elementary,113,108,5,0,0
1614,First614,Last614,Active,A,8/24/2020,6/4/2021,5,KIPP Columbus Elementary,113,84,29,0,0
1615,First615,Last615,Active,C,8/24/2020,6/4/2021,5,KIPP Columbus Elementary,113,113,0,0,0
1616,First616,Last616,Active,C,8/24/2020,6/4/2021,3,KIPP Columbus Elementary,113,112,1,0,1
1617,First617,Last617,Active,C,2/1/2021,6/4/2021,4,KIPP Columbus Elementary,25,25,0,0,1
1618,First618,Last618,Active,A,8/24/2020,6/4/2021,4,KIPP Columbus Elementary,113,113,0,0,0
1619,First619,Last619,Active,C,8/24/2020,6/4/2021,4,KIPP Columbus Elementary,113,112,1,0,0
1620,First620,Last620,Active,C,8/24/2020,6/4/2021,5,KIPP Columbus Elementary,113,111,2,0,0
1621,First621,Last621,Active,C,8/24/2020,6/4/2021,4,KIPP Columbus Elementary,113,109,4,0,0
1622,First622,Last622,Active,C,8/24/2020,6/4/2021,4,KIPP Columbus Elementary,113,97,16,0,0
1623,First623,Last623,Active,C,8/24/2020,6/4/2021,2,KIPP Columbus Elementary,113,105,8,0,0
1624,First624,Last624,Active,B,8/24/2020,6/4/2021,4,KIPP Columbus Elementary,113,107,6,0,0
1625,First625,Last625,Active,A,8/24/2020,6/4/2021,3,KIPP Columbus Elementary,113,102,11,0,0
1626,First626,Last626,Active,A,8/24/2020,6/4/2021,5,KIPP Columbus Elementary,113,109,4,0,0
1627,First627,Last627,Active,C,8/24/2020,6/4/2021,3,KIPP Columbus Elementary,113,112,1,0,0
1628,First628,Last628,Active,C,8/24/2020,6/4/2021,3,KIPP Columbus Elementary,113,106,7,0,0
1629,First629,Last629,Active,B,8/24/2020,6/4/2021,4,KIPP Columbus Elementary,113,100,13,0,0
1630,First630,Last630,Active,C,8/24/2020,6/4/2021,3,KIPP Columbus Elementary,113,109,4,0,0
1631,First631,Last631,Active,C,8/24/2020,6/4/2021,5,KIPP Columbus Elementary,113,113,0,0,0
1632,First632,Last632,Active,C,8/24/2020,6/4/2021,2,KIPP Columbus Elementary,113,107,6,0,1
1633,First633,Last633,Active,C,8/24/2020,6/4/2021,4,KIPP Columbus Elementary,113,104,9,0,1
1634,First634,Last634,Active,B,8/24/2020,6/4/2021,4,KIPP Columbus Elementary,113,92,21,0,0
1635,First635,Last635,Active,B,8/24/2020,6/4/2021,2,KIPP Columbus Elementary,113,93,20,0,0
1636,First636,Last636,Active,B,8/24/2020,6/4/2021,4,KIPP Columbus Elementary,113,110,3,0,0
1637,First637,Last637,Active,C,8/24/2020,6/4/2021,5,KIPP Columbus Elementary,113,100,13,0,0
1638,First638,Last638,Active,C,8/24/2020,6/4/2021,5,KIPP Columbus Elementary,113,103,10,0,0
1639,First639,Last639,Active,C,8/24/2020,6/4/2021,2,KIPP Columbus Elementary,113,112,1,0,0
1640,First640,Last640,Inactive,,8/24/2020,7/2/2020,2,KIPP Columbus Elementary,0,0,0,0,0
1641,First641,Last641,Active,C,8/24/2020,6/4/2021,4,KIPP Columbus Elementary,113,110,3,0,0
1642,First642,Last642,Active,C,8/24/2020,6/4/2021,4,KIPP Columbus Elementary,113,112,1,0,0
1643,First643,Last643,Active,B,8/24/2020,6/4/2021,3,KIPP Columbus Elementary,113,106,7,0,0
1644,First644,Last644,Active,B,8/24/2020,6/4/2021,5,KIPP Columbus Elementary,113,111,2,0,0
1645,First645,Last645,Inactive,,8/24/2020,11/2/2020,2,KIPP Columbus Elementary,41,33,8,0,1
1646,First646,Last646,Active,B,8/24/2020,6/4/2021,3,KIPP Columbus Elementary,113,111,2,0,0
1647,First647,Last647,Active,C,8/24/2020,6/4/2021,5,KIPP Columbus Elementary,113,111,2,0,0
1648,First648,Last648,Active,C,8/24/2020,6/4/2021,2,KIPP Columbus Elementary,113,96,17,0,1
1649,First649,Last649,Active,A,8/24/2020,6/4/2021,2,KIPP Columbus Elementary,113,0,113,0,0
1650,First650,Last650,Active,A,8/24/2020,6/4/2021,2,KIPP Columbus Elementary,113,0,113,0,0
1651,First651,Last651,Active,C,8/24/2020,6/4/2021,3,KIPP Columbus Elementary,113,99,14,0,0
1652,First652,Last652,Active,A,8/24/2020,6/4/2021,3,KIPP Columbus Elementary,113,110,3,0,0
1653,First653,Last653,Active,A,8/24/2020,6/4/2021,3,KIPP Columbus Elementary,113,108,5,0,0
1654,First654,Last654,Active,C,8/24/2020,6/4/2021,2,KIPP Columbus Elementary,113,68,45,0,0
1655,First655,Last655,Active,C,8/24/2020,6/4/2021,3,KIPP Columbus Elementary,113,98,15,0,0
1656,First656,Last656,Active,C,8/24/2020,6/4/2021,3,KIPP Columbus Elementary,113,100,13,0,0
1657,First657,Last657,Active,C,8/24/2020,6/4/2021,2,KIPP Columbus Elementary,113,75,38,0,1
1658,First658,Last658,Active,C,8/24/2020,6/4/2021,4,KIPP Columbus Elementary,113,111,2,0,0
1659,First659,Last659,Active,B,8/24/2020,6/4/2021,2,KIPP Columbus Elementary,113,106,7,0,0
1660,First660,Last660,Active,A,8/24/2020,6/4/2021,3,KIPP Columbus Elementary,113,107,6,0,0
1661,First661,Last661,Active,A,8/24/2020,6/4/2021,5,KIPP Columbus Elementary,113,106,7,0,0
1662,First662,Last662,Active,B,8/24/2020,6/4/2021,3,KIPP Columbus Elementary,113,112,1,0,0
1663,First663,Last663,Active,A,8/24/2020,6/4/2021,2,KIPP Columbus Elementary,113,93,20,0,0
1664,First664,Last664,Active,B,8/24/2020,6/4/2021,4,KIPP Columbus Elementary,113,89,24,0,0
1665,First665,Last665,Active,A,8/24/2020,6/4/2021,2,KIPP Columbus Elementary,113,107,6,0,0
1666,First666,Last666,Active,A,8/24/2020,6/4/2021,2,KIPP Columbus Elementary,113,105,8,0,0
1667,First667,Last667,Active,C,8/24/2020,6/4/2021,3,KIPP Columbus Elementary,113,104,9,0,0
1668,First668,Last668,Active,C,8/24/2020,6/4/2021,2,KIPP Columbus Elementary,113,106,7,0,0
1669,First669,Last669,Active,C,8/24/2020,6/4/2021,3,KIPP Columbus Elementary,113,113,0,0,0
1670,First670,Last670,Active,A,8/24/2020,6/4/2021,3,KIPP Columbus Elementary,113,105.5,7.5,0,0
1671,First671,Last671,Active,C,8/24/2020,6/4/2021,3,KIPP Columbus Elementary,113,110,3,0,0
1672,First672,Last672,Active,C,8/24/2020,6/4/2021,3,KIPP Columbus Elementary,113,106,7,0,0
1673,First673,Last673,Active,B,8/24/2020,6/4/2021,2,KIPP Columbus Elementary,113,97,16,0,0
1674,First674,Last674,Active,A,8/24/2020,6/4/2021,5,KIPP Columbus Elementary,113,112,1,0,0
1675,First675,Last675,Active,B,8/24/2020,6/4/2021,3,KIPP Columbus Elementary,113,113,0,0,0
1676,First676,Last676,Active,C,8/24/2020,6/4/2021,3,KIPP Columbus Elementary,113,113,0,0,1
1677,First677,Last677,Active,C,8/24/2020,6/4/2021,4,KIPP Columbus Elementary,113,112,1,0,1
1678,First678,Last678,Inactive,,8/24/2020,9/16/2020,2,KIPP Columbus Elementary,15,15,0,0,1
1679,First679,Last679,Active,C,8/24/2020,6/4/2021,4,KIPP Columbus Elementary,113,113,0,0,0
1680,First680,Last680,Active,C,8/24/2020,6/4/2021,2,KIPP Columbus Elementary,113,101,12,0,0
1681,First681,Last681,Active,C,8/24/2020,6/4/2021,2,KIPP Columbus Elementary,113,96,17,0,0
1682,First682,Last682,Active,C,8/24/2020,6/4/2021,5,KIPP Columbus Elementary,113,102,11,0,0
1683,First683,Last683,Active,B,8/24/2020,6/4/2021,5,KIPP Columbus Elementary,113,82,31,0,0
1684,First684,Last684,Active,B,8/24/2020,6/4/2021,3,KIPP Columbus Elementary,113,94,19,0,0
1685,First685,Last685,Active,B,2/8/2021,6/4/2021,2,KIPP Columbus Elementary,21,14,7,0,0
1686,First686,Last686,Active,C,8/24/2020,6/4/2021,2,KIPP Columbus Elementary,113,113,0,0,0
1687,First687,Last687,Active,C,8/24/2020,6/4/2021,4,KIPP Columbus Elementary,113,89,24,0,0
1688,First688,Last688,Active,A,8/24/2020,6/4/2021,4,KIPP Columbus Elementary,113,109,4,0,0
1689,First689,Last689,Active,C,8/24/2020,6/4/2021,5,KIPP Columbus Elementary,113,112,1,0,0
1690,First690,Last690,Active,B,8/24/2020,6/4/2021,5,KIPP Columbus Elementary,113,113,0,0,0
1691,First691,Last691,Active,B,8/24/2020,6/4/2021,3,KIPP Columbus Elementary,113,106,7,0,0
1692,First692,Last692,Active,B,8/24/2020,6/4/2021,2,KIPP Columbus Elementary,113,113,0,0,0
1693,First693,Last693,Active,B,8/24/2020,6/4/2021,5,KIPP Columbus Elementary,113,108,5,0,0
1694,First694,Last694,Active,C,8/24/2020,6/4/2021,3,KIPP Columbus Elementary,113,110,3,0,0
1695,First695,Last695,Active,C,8/24/2020,6/4/2021,5,KIPP Columbus Elementary,113,108,5,0,0
1696,First696,Last696,Active,C,8/24/2020,6/4/2021,4,KIPP Columbus Elementary,113,111,2,0,0
1697,First697,Last697,Active,C,8/24/2020,6/4/2021,2,KIPP Columbus Elementary,113,113,0,0,0
1698,First698,Last698,Active,C,8/24/2020,6/4/2021,5,KIPP Columbus Elementary,113,113,0,0,0
1699,First699,Last699,Active,C,8/24/2020,6/4/2021,5,KIPP Columbus Elementary,113,111,2,0,0
1700,First700,Last700,Active,C,8/24/2020,6/4/2021,2,KIPP Columbus Elementary,113,101,12,0,0
1701,First701,Last701,Active,C,8/24/2020,6/4/2021,4,KIPP Columbus Elementary,113,88,25,0,0
1702,First702,Last702,Active,C,8/24/2020,6/4/2021,2,KIPP Columbus Elementary,113,109,4,0,0
1703,First703,Last703,Active,C,8/24/2020,6/4/2021,4,KIPP Columbus Elementary,113,108,5,0,0
1704,First704,Last704,Active,B,8/24/2020,6/4/2021,2,KIPP Columbus Elementary,113,111,2,0,0
1705,First705,Last705,Active,C,8/24/2020,6/4/2021,5,KIPP Columbus Elementary,113,112,1,0,1
1706,First706,Last706,Active,A,8/24/2020,6/4/2021,3,KIPP Columbus Elementary,113,112,1,0,1
1707,First707,Last707,Active,A,8/24/2020,6/4/2021,2,KIPP Columbus Elementary,113,112,1,0,1
1708,First708,Last708,Active,A,8/24/2020,6/4/2021,2,KIPP Columbus Elementary,113,110,3,0,1
1709,First709,Last709,Active,B,8/24/2020,6/4/2021,5,KIPP Columbus Elementary,113,111,2,0,1
1710,First710,Last710,Active,B,8/24/2020,6/4/2021,4,KIPP Columbus Elementary,113,106,7,0,0
1711,First711,Last711,Active,B,8/24/2020,6/4/2021,3,KIPP Columbus Elementary,113,112,1,0,0
1712,First712,Last712,Active,A,8/24/2020,6/4/2021,3,KIPP Columbus Elementary,113,78,35,0,0
1713,First713,Last713,Active,A,8/24/2020,6/4/2021,3,KIPP Columbus Elementary,113,108.5,4.5,0,0
1714,First714,Last714,Active,B,8/24/2020,6/4/2021,3,KIPP Columbus Elementary,113,113,0,0,0
1715,First715,Last715,Active,B,8/24/2020,6/4/2021,3,KIPP Columbus Elementary,113,111,2,0,0
1716,First716,Last716,Active,B,8/24/2020,6/4/2021,2,KIPP Columbus Elementary,113,110.5,2.5,0,0
1717,First717,Last717,Inactive,,8/24/2020,5/30/2020,3,KIPP Columbus Elementary,0,0,0,0,1
1718,First718,Last718,Active,C,8/24/2020,6/4/2021,2,KIPP Columbus Elementary,113,113,0,0,1
1719,First719,Last719,Active,C,8/24/2020,6/4/2021,3,KIPP Columbus Elementary,113,107.5,5.5,0,0
1720,First720,Last720,Active,C,8/24/2020,6/4/2021,5,KIPP Columbus Elementary,113,111,2,0,0
1721,First721,Last721,Active,C,8/24/2020,6/4/2021,4,KIPP Columbus Elementary,113,109,4,0,0
1722,First722,Last722,Active,C,8/24/2020,6/4/2021,5,KIPP Columbus Elementary,113,112,1,0,0
1723,First723,Last723,Active,C,8/24/2020,6/4/2021,3,KIPP Columbus Elementary,113,112,1,0,0
1724,First724,Last724,Active,C,8/24/2020,6/4/2021,4,KIPP Columbus Elementary,113,111,2,0,0
1725,First725,Last725,Active,C,8/24/2020,6/4/2021,2,KIPP Columbus Elementary,113,109,4,0,0
1726,First726,Last726,Active,C,8/24/2020,6/4/2021,2,KIPP Columbus Elementary,113,95,18,0,0
1727,First727,Last727,Active,C,8/24/2020,6/4/2021,4,KIPP Columbus Elementary,113,104,9,0,0
1728,First728,Last728,Active,C,8/24/2020,6/4/2021,2,KIPP Columbus Elementary,113,103,10,0,0
1729,First729,Last729,Active,C,8/24/2020,6/4/2021,3,KIPP Columbus Elementary,113,104,9,0,0
1730,First730,Last730,Active,C,8/24/2020,6/4/2021,3,KIPP Columbus Elementary,113,113,0,0,0
1731,First731,Last731,Active,C,8/24/2020,6/4/2021,4,KIPP Columbus Elementary,113,111,2,0,0
1732,First732,Last732,Active,B,8/24/2020,6/4/2021,5,KIPP Columbus Elementary,113,109,4,0,0
1733,First733,Last733,Active,C,8/24/2020,6/4/2021,2,KIPP Columbus Elementary,113,98,15,0,0
1734,First734,Last734,Active,B,8/24/2020,6/4/2021,3,KIPP Columbus Elementary,113,113,0,0,1
1735,First735,Last735,Active,A,8/24/2020,6/4/2021,4,KIPP Columbus Elementary,113,108,5,0,1
1736,First736,Last736,Active,C,8/24/2020,6/4/2021,3,KIPP Columbus Elementary,113,107,6,0,0
1737,First737,Last737,Active,A,8/24/2020,6/4/2021,2,KIPP Columbus Elementary,113,89,24,0,0
1738,First738,Last738,Active,C,8/24/2020,6/4/2021,5,KIPP Columbus Elementary,113,109,4,0,0
1739,First739,Last739,Active,B,8/24/2020,6/4/2021,4,KIPP Columbus Elementary,113,106,7,0,0
1740,First740,Last740,Active,C,8/24/2020,6/4/2021,4,KIPP Columbus Elementary,113,112,1,0,0
1741,First741,Last741,Active,C,8/24/2020,6/4/2021,5,KIPP Columbus Elementary,113,111,2,0,0
1742,First742,Last742,Active,A,8/24/2020,6/4/2021,5,KIPP Columbus Elementary,113,104,9,0,0
1743,First743,Last743,Active,B,8/24/2020,6/4/2021,3,KIPP Columbus Elementary,113,111,2,0,0
1744,First744,Last744,Active,B,8/24/2020,6/4/2021,2,KIPP Columbus Elementary,113,106,7,0,0
1745,First745,Last745,Active,C,8/24/2020,6/4/2021,4,KIPP Columbus Elementary,113,107,6,0,0
1746,First746,Last746,Active,A,8/24/2020,6/4/2021,4,KIPP Columbus Elementary,113,96,17,0,0
1747,First747,Last747,Active,C,8/24/2020,6/4/2021,5,KIPP Columbus Elementary,113,109,4,0,0
1748,First748,Last748,Active,A,8/24/2020,6/4/2021,5,KIPP Columbus Elementary,113,106,7,0,0
1749,First749,Last749,Active,C,8/24/2020,6/4/2021,3,KIPP Columbus Elementary,113,113,0,0,0
1750,First750,Last750,Active,C,8/24/2020,6/4/2021,5,KIPP Columbus Elementary,113,103,10,0,0
1751,First751,Last751,Active,C,8/24/2020,6/4/2021,5,KIPP Columbus Elementary,113,112,1,0,0
1752,First752,Last752,Active,C,8/24/2020,6/4/2021,5,KIPP Columbus Elementary,113,113,0,0,0
1753,First753,Last753,Active,C,8/24/2020,6/4/2021,5,KIPP Columbus Elementary,113,112,1,0,0
1754,First754,Last754,Active,C,8/24/2020,6/4/2021,4,KIPP Columbus Elementary,113,113,0,0,0
1755,First755,Last755,Active,C,8/24/2020,6/4/2021,4,KIPP Columbus Elementary,113,112,1,0,0
1756,First756,Last756,Active,C,8/24/2020,6/4/2021,4,KIPP Columbus Elementary,113,113,0,0,0
1757,First757,Last757,Active,C,8/24/2020,6/4/2021,4,KIPP Columbus Elementary,113,107,6,0,0
1758,First758,Last758,Active,A,8/24/2020,6/4/2021,5,KIPP Columbus Elementary,113,109,4,0,0
1759,First759,Last759,Active,C,8/24/2020,6/4/2021,4,KIPP Columbus Elementary,113,103,10,0,0
1760,First760,Last760,Active,C,8/24/2020,6/4/2021,2,KIPP Columbus Elementary,113,111.5,1.5,0,0
1761,First761,Last761,Active,A,8/24/2020,6/4/2021,5,KIPP Columbus Elementary,113,105.5,7.5,0,1
1762,First762,Last762,Active,C,8/24/2020,6/4/2021,2,KIPP Columbus Elementary,113,113,0,0,1
1763,First763,Last763,Active,A,8/24/2020,6/4/2021,2,KIPP Columbus Elementary,113,100,13,0,0
1764,First764,Last764,Active,A,8/24/2020,6/4/2021,2,KIPP Columbus Elementary,113,96,17,0,0
1765,First765,Last765,Active,B,8/24/2020,6/4/2021,4,KIPP Columbus Elementary,113,105,8,0,1
1766,First766,Last766,Active,A,8/24/2020,6/4/2021,5,KIPP Columbus Elementary,113,99,14,0,1
1767,First767,Last767,Active,B,8/24/2020,6/4/2021,2,KIPP Columbus Elementary,113,108.5,4.5,0,0
1768,First768,Last768,Active,C,8/24/2020,6/4/2021,5,KIPP Columbus Elementary,113,111,2,0,0
1769,First769,Last769,Active,C,8/24/2020,6/4/2021,3,KIPP Columbus Elementary,113,110,3,0,0
1770,First770,Last770,Active,C,8/24/2020,6/4/2021,5,KIPP Columbus Elementary,113,104,9,0,0
1771,First771,Last771,Active,C,8/24/2020,6/4/2021,4,KIPP Columbus Elementary,113,109,4,0,0
1772,First772,Last772,Active,C,8/24/2020,6/4/2021,4,KIPP Columbus Elementary,113,106,7,0,0
1773,First773,Last773,Active,C,8/24/2020,6/4/2021,5,KIPP Columbus Elementary,113,112,1,0,0
1774,First774,Last774,Active,B,8/24/2020,6/4/2021,5,KIPP Columbus Elementary,113,112,1,0,0
1775,First775,Last775,Active,B,8/24/2020,6/4/2021,4,KIPP Columbus Elementary,113,113,0,0,0
1776,First776,Last776,Active,B,8/24/2020,6/4/2021,5,KIPP Columbus Elementary,113,101,12,0,0
1777,First777,Last777,Active,C,8/24/2020,6/4/2021,2,KIPP Columbus Elementary,113,108,5,0,0
1778,First778,Last778,Active,A,8/24/2020,6/4/2021,5,KIPP Columbus Elementary,113,113,0,0,0
1779,First779,Last779,Active,A,8/24/2020,6/4/2021,5,KIPP Columbus Elementary,113,104,9,0,0
